tenant_id,store_name,item_category,amount,quantity,timestamp,zone
verdure,Verdure,BEAUTY,171.47,3,2026-05-25 11:40:44,beauty
cineplex_grand,Cineplex Grand,ENTERTAINMENT,153.91,3,2026-05-15 13:26:28,entertainment
apex_tech,Apex Tech,ELECTRONICS,109.39,2,2026-05-12 18:31:34,electronics
brewpoint_coffee,Brewpoint Coffee,FB,88.06,4,2026-05-31 19:41:24,food_court
lumiere_beauty,Lumière Beauty,BEAUTY,305.27,3,2026-05-24 16:49:48,beauty
verdure,Verdure,BEAUTY,102.39,2,2026-05-25 10:27:10,beauty
golden_fork,Golden Fork,FB,28.16,2,2026-05-13 10:50:10,food_court
cineplex_grand,Cineplex Grand,ENTERTAINMENT,48.17,1,2026-05-07 18:48:12,entertainment
bloom_and_co,Bloom & Co,BEAUTY,217.51,4,2026-05-27 10:11:12,beauty
cineplex_grand,Cineplex Grand,ENTERTAINMENT,197.07,4,2026-05-14 11:47:27,entertainment
pace_step,PaceStep,SPORTING,125.57,2,2026-05-07 15:23:14,sporting
cineplex_grand,Cineplex Grand,ENTERTAINMENT,104.8,2,2026-05-14 18:44:12,entertainment
pace_step,PaceStep,SPORTING,332.68,4,2026-05-31 13:17:40,sporting
lumiere_beauty,Lumière Beauty,BEAUTY,189.58,3,2026-05-05 19:47:52,beauty
cineplex_grand,Cineplex Grand,ENTERTAINMENT,53.73,1,2026-05-06 19:47:15,entertainment
lumiere_beauty,Lumière Beauty,BEAUTY,149.97,3,2026-05-12 13:14:28,beauty
atelier_m,Atelier M,BEAUTY,263.63,3,2026-05-10 17:33:42,beauty
bloom_and_co,Bloom & Co,BEAUTY,178.87,2,2026-05-23 16:09:35,beauty
pace_step,PaceStep,SPORTING,126.29,2,2026-05-25 19:10:12,sporting
golden_fork,Golden Fork,FB,49.23,4,2026-05-14 12:25:50,food_court
brewpoint_coffee,Brewpoint Coffee,FB,14.82,1,2026-05-20 18:13:00,food_court
verdure,Verdure,BEAUTY,111.89,2,2026-05-20 10:02:40,beauty
atelier_m,Atelier M,BEAUTY,137.76,2,2026-05-11 18:21:52,beauty
verdure,Verdure,BEAUTY,244.21,4,2026-05-19 12:29:15,beauty
lumiere_beauty,Lumière Beauty,BEAUTY,139.04,2,2026-05-18 20:03:27,beauty
atelier_m,Atelier M,BEAUTY,106.18,1,2026-05-17 15:25:44,beauty
golden_fork,Golden Fork,FB,62.28,4,2026-05-12 15:47:43,food_court
apex_tech,Apex Tech,ELECTRONICS,192.76,3,2026-05-04 20:57:27,electronics
brewpoint_coffee,Brewpoint Coffee,FB,49.89,3,2026-05-07 10:21:25,food_court
pace_step,PaceStep,SPORTING,171.16,3,2026-05-25 17:17:45,sporting
cineplex_grand,Cineplex Grand,ENTERTAINMENT,342.2,4,2026-05-24 11:35:51,entertainment
pixel_vault,PixelVault,ENTERTAINMENT,112.17,2,2026-05-25 19:12:05,entertainment
bloom_and_co,Bloom & Co,BEAUTY,51.83,1,2026-05-15 14:35:18,beauty
apex_tech,Apex Tech,ELECTRONICS,160.15,3,2026-05-28 15:06:05,electronics
verdure,Verdure,BEAUTY,139.82,2,2026-05-27 12:34:12,beauty
bloom_and_co,Bloom & Co,BEAUTY,88.98,1,2026-05-30 18:38:11,beauty
pixel_vault,PixelVault,ENTERTAINMENT,171.29,2,2026-05-24 10:38:52,entertainment
brewpoint_coffee,Brewpoint Coffee,FB,101.73,4,2026-05-24 19:16:48,food_court
cineplex_grand,Cineplex Grand,ENTERTAINMENT,203.25,2,2026-05-10 13:55:55,entertainment
lumiere_beauty,Lumière Beauty,BEAUTY,182.32,3,2026-05-06 10:00:23,beauty
brewpoint_coffee,Brewpoint Coffee,FB,15.57,1,2026-05-29 19:03:40,food_court
apex_tech,Apex Tech,ELECTRONICS,52.88,1,2026-05-20 18:26:58,electronics
bloom_and_co,Bloom & Co,BEAUTY,253.77,4,2026-05-11 19:23:22,beauty
pixel_vault,PixelVault,ENTERTAINMENT,144.81,3,2026-05-12 20:41:14,entertainment
golden_fork,Golden Fork,FB,53.98,2,2026-05-30 12:29:23,food_court
pixel_vault,PixelVault,ENTERTAINMENT,77.56,1,2026-05-16 13:46:49,entertainment
lumiere_beauty,Lumière Beauty,BEAUTY,99.52,1,2026-05-03 19:27:22,beauty
bloom_and_co,Bloom & Co,BEAUTY,113.68,2,2026-05-26 19:19:52,beauty
cineplex_grand,Cineplex Grand,ENTERTAINMENT,257.78,4,2026-05-04 13:18:50,entertainment
golden_fork,Golden Fork,FB,51.91,3,2026-05-06 16:43:40,food_court
lumiere_beauty,Lumière Beauty,BEAUTY,48.21,1,2026-05-07 10:46:41,beauty
verdure,Verdure,BEAUTY,60.07,1,2026-05-18 16:55:21,beauty
cineplex_grand,Cineplex Grand,ENTERTAINMENT,209.48,2,2026-05-03 13:43:38,entertainment
atelier_m,Atelier M,BEAUTY,97.19,2,2026-05-20 15:05:37,beauty
